打印次数,发货小包装数量,发货金额,发货毛重,发货体积,发货大包装数量,调整单对应的原单,代垫费用应收金额,WMS系统实际拣货数量,发货单WMS系统锁定库存优先级,折扣金额,provience,time
1,1287,3899.36,561.72,13.258,75.0,194518522,0.0,0,5,0.0,湖南,2020-01-06 09:00:32
0,2,0.0,0.006,0.006,2.0,194643880,0.0,0,5,0.0,湖南,2020-01-07 16:49:17
0,17,5161.44,0.266,0.043,17.0,194541769,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,936,2432.16,261.6,2.625675,78.0,194632359,0.0,936,1,0.0,湖南,2020-01-02 00:00:00
1,192,512.64,48.0,0.1032,12.0,194631132,0.0,192,1,0.0,湖南,2020-01-02 00:00:00
0,2,0.0,0.002,0.002,2.0,194644093,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,0.0,0.352,0.023,3.0,194646211,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,34,0.0,0.034,0.034,34.0,194604902,0.0,34,5,0.0,湖南,2020-01-07 00:00:00
2,48,295.06,6.0,0.05,2.0,194634003,0.0,48,5,0.0,湖南,2020-01-07 00:00:00
0,251,54557.25,2.823,0.323,251.0,194622055,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
0,8,3456.18,0.07,0.03,8.0,194622749,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,384,1816.0,50.144,0.32,16.0,194619412,0.0,384,5,0.0,湖南,2020-01-07 00:00:00
0,7,2746.0,0.08923,0.0281,7.0,194656945,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,5,2110.0,0.0702,0.009,5.0,194656963,0.0,0,5,360.0,湖南,2020-01-07 00:00:00
1,763,3811.75,96.7924375,1.65076395,30.98333333,194508912,0.0,763,1,0.0,湖南,2020-01-06 00:00:00
1,34,1519.6,22.888,0.21504,5.0,194605858,0.0,34,5,0.0,湖南,2020-01-07 00:00:00
1,48,551.76,13.632,2.3496,2.0,194602181,0.0,48,5,0.0,湖南,2020-01-07 00:00:00
1,42,627.02,5.99,0.14373,3.0,194601134,0.0,42,5,0.0,湖南,2020-01-07 00:00:00
1,18,172.71,8.834,0.0225,1.0,194602296,0.0,18,5,0.0,湖南,2020-01-07 00:00:00
1,279,1496.86,49.26,1.2368,10.0,194601931,0.0,279,5,0.0,湖南,2020-01-07 00:00:00
1,81,1903.2,37.576,0.272,12.0,194572984,0.0,81,5,0.0,湖南,2020-01-06 00:00:00
1,838,3122.34,87.25914054,1.3367543,28.24924244,194538396,0.0,838,1,0.0,湖南,2020-01-06 00:00:00
1,104,587.68,14.97066667,0.10719735,4.83333331,194541959,0.0,104,5,0.0,湖南,2020-01-06 00:00:00
1,14892,69244.5,4080.5,19.383,1176.0,194596250,0.0,14892,1,0.0,湖南,2020-01-07 00:00:00
0,14400,6900.0,8280.0,300.0,600.0,194648969,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
3,150,111.0,5.0,5.0,5.0,194621223,0.0,0,5,0.0,湖南,2020-01-07 13:34:40
0,8,1981.98,0.105,0.018,8.0,194663417,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
0,79,18887.1,1.331,0.143,79.0,194603945,,0,5,0.0,湖南,2020-01-05 00:00:00
0,8,1925.25,0.435,0.014,8.0,194598790,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,32,14399.0,1.37,0.453,32.0,194609922,0.0,32,5,0.0,湖南,2020-01-07 00:00:00
1,91561,129451.48,7293.295,773.875,2263.025,194641406,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,150600,104524.25,5529.6,658.787,2490.0,194636469,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,1,0.0,0.015,0.01,1.0,194678463,0.0,0,5,0.0,湖南,2020-01-08 11:46:30
1,1260,6618.0,313.5,1.7,110.0,194632226,0.0,1260,1,0.0,湖南,2020-01-02 00:00:00
1,304,1089.76,30.09,0.535379,10.0,194496494,0.0,304,5,0.0,湖南,2020-01-05 00:00:00
1,900,43740.0,1050.0,6.0,300.0,194535387,0.0,900,1,0.0,湖南,2020-01-06 00:00:00
1,46,407.4,18.57316667,0.17035667,3.66666667,194680547,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,24,81.0,2.678,0.02,1.0,194540895,0.0,24,5,0.0,湖南,2020-01-06 00:00:00
1,330,2037.96,41.32,15.33,38.0,194547155,0.0,330,5,0.0,湖南,2020-01-06 00:00:00
1,284,1536.24,73.2,1.21318,11.5,194636330,0.0,284,5,0.0,湖南,2020-01-07 00:00:00
1,120,467.0,0.2,0.2,10.0,194621676,0.0,120,5,0.0,湖南,2020-01-07 00:00:00
1,29,266.3,8.00666666,0.24649239,2.41190476,194682891,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,34,274.26,8.41333334,0.02637333,2.99999999,194683071,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,1,122.18,0.02,0.005,1.0,194663514,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,360,600.0,75.0,0.3,30.0,194557489,0.0,360,5,0.0,湖南,2020-01-06 00:00:00
1,404,1724.8,41.6,0.596,16.0,194599449,0.0,404,5,0.0,湖南,2020-01-07 00:00:00
1,177470,166994.84,11194.24,718.253,3628.0,194640103,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,7,1651.48,0.431,0.013,7.0,194667967,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
0,1,0.0,0.002,0.003,1.0,194668569,0.0,0,5,0.0,湖南,2020-01-08 09:44:06
0,2,418.6,0.112,0.004,2.0,194665814,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
2,954,960.14,14.05811111,5.07111111,6.19444444,194621048,0.0,0,5,0.0,湖南,2020-01-07 13:32:14
0,74,19392.0,0.762,0.098,74.0,194674634,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,1,0.0,0.1,0.01,1.0,194678698,0.0,0,5,0.0,湖南,2020-01-08 11:50:58
1,28,182.8,6.43800001,0.01911905,1.57857141,194683369,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,6,1199.4,0.5,0.5,1.0,194622184,0.0,6,5,0.0,湖南,2020-01-07 00:00:00
0,1080,258139.0,1038.8,3.28450538,90.0,194689509,0.0,0,5,0.0,湖南,2020-01-08 14:15:22
0,6,1372.98,0.286,0.032,6.0,194688911,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,15,3848.24,0.099,0.017,15.0,194691662,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,444,38872.2,155.4,25.9,37.0,194694982,0.0,444,5,0.0,湖南,2020-01-08 00:00:00
0,4,0.0,1.032,0.002,0.2,194692616,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,35,0.0,8.45733333,0.19242667,1.51250001,194691389,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,410,6603.01,76.016,2.8954,31.0,194647961,0.0,410,5,0.0,湖南,2020-01-07 00:00:00
1,6,360.0,2.8,0.05,1.0,194637056,0.0,6,5,0.0,湖南,2020-01-07 15:56:40
1,6,360.0,2.8,0.05,1.0,194637057,0.0,6,5,0.0,湖南,2020-01-07 15:56:41
1,6,360.0,2.8,0.05,1.0,194637052,0.0,6,5,0.0,湖南,2020-01-07 15:56:40
1,40,184.0,5.64,0.33325,1.0,194637008,0.0,40,5,0.0,湖南,2020-01-07 15:56:33
1,12,432.0,2.5,0.06,2.0,194637006,0.0,12,5,0.0,湖南,2020-01-07 15:56:32
1,6,216.0,1.25,0.03,1.0,194636995,0.0,6,5,0.0,湖南,2020-01-07 15:56:30
1,8,37.6,1.025,0.005,0.25,194636997,0.0,8,5,0.0,湖南,2020-01-07 15:56:31
1,30,124.92,1.68,0.0306,0.75,194606767,0.0,30,5,0.0,湖南,2020-01-07 00:00:00
1,24,95.04,5.1,0.05,0.5,194674100,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,94,27734.45,0.9112,0.1044,94.0,194641884,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
0,12,4124.4,0.673,0.078,12.0,194636681,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
0,16,4371.67,0.514,0.256,16.0,194635762,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
0,19,4089.8,0.713,0.233,19.0,194633960,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
0,28,8204.46,0.269,0.126,28.0,194632338,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
0,8,1302.99,0.519,0.052,8.0,194629868,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
0,19,9676.1,0.441,0.106,19.0,194628923,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
5,8,3470.4,0.016,0.024,8.0,194651320,289.2,8,5,0.0,湖南,2020-01-07 00:00:00
0,113,41166.66,2.381,0.926,113.0,194549311,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
0,10,669.26,0.672,0.018,10.0,194706376,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,864,864.0,42.336,0.9,18.0,194675848,0.0,864,5,0.0,湖南,2020-01-08 00:00:00
1,12704,37383.16,1662.43,15.85188053,456.0,194620432,0.0,12704,5,0.0,湖南,2020-01-07 00:00:00
0,9,306.0,0.99,0.009,9.0,194706958,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,440,7000.0,165.0,1.1,22.0,194617878,0.0,440,5,0.0,湖南,2020-01-07 00:00:00
0,2,187.0,0.06,0.002,2.0,194707616,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,278.16,0.009,0.003,3.0,194707622,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,102,4545.7,9.504,0.15,102.0,194707922,0.0,0,5,0.0,湖南,2020-01-04 00:00:00
0,12,432.0,1.32,0.012,12.0,194708460,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,6,556.31,0.018,0.018,6.0,194708712,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,10,935.0,0.3,0.01,10.0,194708599,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,33,300.3,11.30083333,0.02878958,2.25952381,194708145,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,3,280.5,0.09,0.003,3.0,194709146,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,6,556.31,0.018,0.018,6.0,194709183,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,18,1310.7,1.338,0.03,18.0,194709211,0.0,0,5,0.0,湖南,2020-01-04 00:00:00
1,7,177.93,1.81033333,0.04981567,0.30833334,194708527,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,6,351.9,0.18,0.006,6.0,194709392,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,12,805.8,1.32,0.012,12.0,194709393,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,201.45,0.33,0.003,3.0,194709580,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,278.16,0.009,0.009,3.0,194709600,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,6,581.6,0.018,0.012,6.0,194709661,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,12,432.0,1.32,0.012,12.0,194709963,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,6,556.31,0.018,0.018,6.0,194710629,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,5,411.0,0.22,0.112,5.0,194716728,0.0,0,5,156.0,湖南,2020-01-08 00:00:00
1,1059,0.0,32.1999,18.3303,1059.0,194610028,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,9,0.0,0.2039,0.0201,9.0,194623042,0.0,0,5,0.0,湖南,2020-01-03 00:00:00
1,520,4655.63,232.55,2.111,367.0,194558104,0.0,520,5,0.0,湖南,2020-01-06 00:00:00
1,100,927.37,100.0,3.0,100.0,194558132,0.0,100,5,0.0,湖南,2020-01-06 00:00:00
1,160,505.0,56.3,5.4,9.0,194650892,0.0,0,5,0.0,湖南,2020-01-07 19:09:53
2,2400,720.0,27.0,4.0,5.0,194617604,0.0,0,5,0.0,湖南,2020-01-07 12:31:25
2,1820,1268.2,14.1,4.1335,11.0,194610074,0.0,0,5,0.0,湖南,2020-01-07 10:56:00
1,168,170.0,46.0,0.09,7.0,194542320,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,2280,1612.8,18.36,8.00696,10.0,194530128,0.0,0,5,0.0,湖南,2020-01-06 10:54:00
1,48,180.0,6.4,2.0,2.0,194484352,0.0,0,5,0.0,湖南,2020-01-05 00:00:00
1,58,83.9,4.43,0.02324425,1.54166667,194704488,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,132,811.8,3.41,0.71456,11.0,194516391,0.0,132,5,0.0,湖南,2020-01-06 00:00:00
1,113,33040.5,5.038,1.193,113.0,194608919,0.0,113,5,0.0,湖南,2020-01-07 00:00:00
1,280,2259.0,50.0,1.6,20.0,194706792,0.0,280,5,0.0,湖南,2020-01-08 00:00:00
1,52,14496.6,0.956,0.247,52.0,194609420,0.0,52,5,0.0,湖南,2020-01-07 00:00:00
1,17,0.0,0.017,0.017,17.0,194682568,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,6,192.12,0.018,0.006,6.0,194710625,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,12,384.24,0.036,0.012,12.0,194710512,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,57,16099.0,0.516,0.185,57.0,194612023,0.0,57,5,0.0,湖南,2020-01-07 00:00:00
1,2360,8920.0,775.2,3.587,160.0,194532501,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,69,17760.6,3.497,0.669,69.0,194614349,0.0,69,5,0.0,湖南,2020-01-07 00:00:00
0,600,177.0,5.54,0.6,1.0,194660911,0.0,0,5,0.0,湖南,2020-01-08 07:59:30
2,24,36.0,9.0,0.0156,2.0,194550144,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,892,2690.0,207.44,2.8008,62.0,194425912,0.0,0,5,0.0,湖南,2020-01-03 00:00:00
0,53,3319.51,5.574,0.069,53.0,194710295,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
0,62,2724.76,5.004,0.066,62.0,194709801,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,6,192.12,0.018,0.006,6.0,194709671,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,69,2900.76,5.456,0.069,69.0,194709508,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,52,1680.12,4.008,0.076,52.0,194709246,0.0,0,5,0.0,湖南,2020-01-04 00:00:00
0,3,96.06,0.009,0.003,3.0,194709144,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,12,384.24,0.036,0.012,12.0,194708528,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,96.06,0.009,0.003,3.0,194708216,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,24,768.48,0.072,0.024,24.0,194707913,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,15,504.23,1.008,0.015,15.0,194708010,0.0,0,5,0.0,湖南,2020-01-04 00:00:00
0,6,192.12,0.018,0.006,6.0,194706950,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
0,6,192.12,0.018,0.006,6.0,194706992,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
0,78,3666.54,7.794,0.114,78.0,194706791,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
0,3,96.06,0.009,0.003,3.0,194706553,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
0,3,96.06,0.009,0.003,3.0,194706492,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,28,70.34,14.68333333,0.87366667,1.86666667,194737768,0.0,0,5,0.0,湖南,2020-01-09 11:11:03
1,15,171.0,5.65,0.0145,1.45,194617414,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,2820,15246.0,712.5,4.3,250.0,194632980,0.0,2820,1,0.0,湖南,2020-01-02 00:00:00
1,5030,31467.6,1020.289,7.645,483.0,194641970,0.0,5030,1,0.0,湖南,2020-01-02 00:00:00
1,132,614.04,18.8164,3.3764,11.0,194398655,0.0,132,5,0.0,湖南,2020-01-03 00:00:00
1,432,93387.45,5779.536,1.292,432.0,194604405,0.0,432,5,0.0,湖南,2020-01-07 00:00:00
1,120,4320.0,25.0,0.6,20.0,194438105,0.0,120,5,0.0,湖南,2020-01-04 09:11:20
1,100,9900.0,150.0,1.2304,20.0,194600205,0.0,100,5,0.0,湖南,2020-01-07 00:00:00
1,200,1679.02,1700.0,5.6,200.0,194635776,0.0,200,5,0.0,湖南,2020-01-07 00:00:00
1,218,57457.5,6.492,1.34,218.0,194603704,0.0,218,5,0.0,湖南,2020-01-07 00:00:00
0,1011,235542.4,8.672,1.40312,1011.0,194757213,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,21,1486.8,8.07,0.105,21.0,194693324,0.0,21,5,0.0,湖南,2020-01-08 00:00:00
1,504,2342.0,115.28,0.908239,24.0,194702528,0.0,504,5,0.0,湖南,2020-01-08 00:00:00
1,60,282.0,14.75,0.16625,5.0,194748320,0.0,60,5,0.0,湖南,2020-01-09 00:00:00
1,122,28967.0,164.73333332,0.73996266,19.33333332,194733188,0.0,122,5,0.0,湖南,2020-01-09 00:00:00
2,1,273.34,1.43333333,0.00640211,0.16666667,194741370,0.0,1,5,0.0,湖南,2020-01-09 00:00:00
1,6,945.6,8.02,0.026,1.0,194740575,0.0,6,5,0.0,湖南,2020-01-09 00:00:00
1,222,44972.4,284.89,0.9370625,37.0,194706341,4814.4,222,5,0.0,湖南,2020-01-08 00:00:00
1,20,3008.0,28.0,3.2,5.0,194600280,0.0,20,5,0.0,湖南,2020-01-07 00:00:00
1,48,6076.8,50.2,5.575,9.75,194597891,0.0,48,5,0.0,湖南,2020-01-07 00:00:00
1,420,69477.6,561.4,40.78,70.0,194679336,0.0,420,5,0.0,湖南,2020-01-08 11:58:04
1,12,3804.72,9.7,0.0317,2.0,194663620,0.0,12,5,0.0,湖南,2020-01-08 00:00:00
1,6,1488.96,8.6,0.03841266,1.0,194644621,0.0,6,5,0.0,湖南,2020-01-07 00:00:00
1,16,2278.4,17.3,2.42,4.0,194598955,0.0,16,5,0.0,湖南,2020-01-07 00:00:00
1,6,1189.14,8.6,0.03841266,1.0,194667161,0.0,6,5,0.0,湖南,2020-01-07 00:00:00
1,12,3227.88,17.2,0.07682532,2.0,194621350,0.0,12,5,0.0,湖南,2020-01-07 00:00:00
1,63,11221.8,81.05,8.22068334,10.5,194553807,0.0,63,5,0.0,湖南,2020-01-06 00:00:00
1,4,660.72,0.08333333,0.08333333,0.16666667,194662931,0.0,4,5,0.0,湖南,2020-01-08 00:00:00
1,12000,58000.0,3700.0,5239.668,500.0,194594667,0.0,12000,5,0.0,湖南,2020-01-07 00:00:00
1,12000,58000.0,3700.0,5239.668,500.0,194594869,0.0,12000,5,0.0,湖南,2020-01-07 00:00:00
2,30,14364.0,0.06,0.09,30.0,194651419,1197.0,30,5,0.0,湖南,2020-01-07 00:00:00
1,9356,30154.39,1132.32,8.46644814,253.0,194733181,0.0,9356,5,0.0,湖南,2020-01-09 00:00:00
1,50,890.0,3.83333333,0.84908333,1.83333333,194764565,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
0,485,102393.36,4.652,0.615,485.0,194755565,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,2,20.0,0.00141667,6.25e-05,0.02083333,194412324,0.0,2,5,0.0,湖南,2020-01-03 00:00:00
1,170,0.0,1.13333333,0.0425,14.16666667,194535036,0.0,170,5,0.0,湖南,2020-01-06 00:00:00
0,209,46703.36,1.731,0.297,209.0,194767198,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,2986,35380.4,431.87,5.0014,181.0,194737815,0.0,2986,5,0.0,湖南,2020-01-09 00:00:00
1,772,10138.31,122.496,1.58259,48.0,194737485,0.0,772,5,0.0,湖南,2020-01-09 00:00:00
1,12,162.0,3.05,0.09373,1.0,194737546,0.0,12,5,0.0,湖南,2020-01-09 00:00:00
1,1320,26352.0,206.36,3.64,120.0,194737628,0.0,1320,5,0.0,湖南,2020-01-09 00:00:00
1,4,252.0,19.92,0.03755088,1.0,194361090,0.0,4,1,0.0,湖南,2020-01-02 00:00:00
2,316,8457.0,707.0,1.2508302,41.0,194384485,0.0,316,1,0.0,湖南,2020-01-03 00:00:00
1,40,2255.2,250.0,0.2,10.0,194547875,0.0,40,5,0.0,湖南,2020-01-06 00:00:00
1,200,11276.0,1250.0,1.0,50.0,194547843,0.0,200,5,0.0,湖南,2020-01-06 00:00:00
1,4,225.52,25.0,0.02,1.0,194546741,0.0,4,5,0.0,湖南,2020-01-06 00:00:00
1,200,11276.0,1250.0,1.0,50.0,194546386,0.0,200,5,0.0,湖南,2020-01-06 00:00:00
0,8,2634.0,0.0059,0.0053,8.0,194784805,0.0,0,5,348.0,湖南,2020-01-09 00:00:00
1,2499,3621.0,639.5,67.436,122.0,194529730,0.0,0,5,0.0,湖南,2020-01-06 10:50:00
1,15,0.0,2.172,0.385,15.0,194700075,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,14,2074.6,220.326,0.044,14.0,194700202,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,8784,5876.52,267.88,27.25328,35.0,194635437,0.0,0,5,0.0,湖南,2020-01-07 15:40:08
0,12,384.24,0.036,0.012,12.0,194709432,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,24,3696.0,57.6,0.295296,4.8,194751133,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
0,1722,430813.32,20.13,2.22612,1722.0,194758773,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,40,0.0,2.5,2.5,5.0,194751301,1956.0,40,5,0.0,湖南,2020-01-09 00:00:00
1,24,5634.72,4.0,0.03036632,1.0,194662630,0.0,24,5,0.0,湖南,2020-01-08 00:00:00
1,10,1396.0,1.11111112,0.00843508,0.27777778,194662846,0.0,10,5,0.0,湖南,2020-01-08 00:00:00
1,48,11546.1,54.25,0.14570384,7.5,194646729,0.0,48,5,0.0,湖南,2020-01-07 00:00:00
0,405,83594.82,4.164,0.57506,405.0,194768156,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
0,6,816.0,0.018,0.006,6.0,194765470,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
0,2,275.0,0.436,0.103,2.0,194784738,0.0,0,5,125.0,湖南,2020-01-09 00:00:00
0,1,298.0,0.001,0.001,1.0,194784802,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,266,2012.92,39.145,0.28670533,9.11666667,194734718,0.0,266,5,0.0,湖南,2020-01-09 00:00:00
3,1880,11922.6,977.0,9.5,129.0,194707020,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
3,1824,11818.0,648.5,1.525,134.0,194707634,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,9,603.72,0.27,0.009,9.0,194767043,186.26,0,5,0.0,湖南,2020-01-09 00:00:00
1,1,0.0,0.003,0.001,1.0,194764072,186.26,0,5,0.0,湖南,2020-01-09 00:00:00
1,3,585.0,0.009,0.003,3.0,194763736,565.96,0,5,0.0,湖南,2020-01-09 00:00:00
1,6,1170.0,0.018,0.006,6.0,194763641,565.96,0,5,0.0,湖南,2020-01-09 00:00:00
1,19,1293.98,0.485,0.019,19.0,194762021,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
0,27,0.0,1.77,0.178,27.0,194759331,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,318,18475.8,24.732,0.426,318.0,194758534,1045.95,0,5,0.0,湖南,2020-01-09 00:00:00
2,339,19855.29,35.205,0.483,339.0,194757883,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
0,7,0.0,0.568,0.049,7.0,194756080,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,27,0.0,0.324,0.063,27.0,194753202,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,33,0.0,0.396,0.077,33.0,194750213,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,1,0.0,0.003,0.001,1.0,194749203,171.94,0,5,0.0,湖南,2020-01-09 00:00:00
0,36,9851.5,0.3953,0.0471,36.0,194790287,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,13,1600.8,0.281,0.021,13.0,194763524,565.96,0,5,0.0,湖南,2020-01-09 00:00:00
0,13,0.0,0.815,0.108,13.0,194759839,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,27,0.0,0.324,0.063,27.0,194752815,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,15,1479.68,0.045,0.019,15.0,194748800,372.53,0,5,0.0,湖南,2020-01-09 00:00:00
1,12,2160.0,0.036,0.012,12.0,194748937,372.53,0,5,0.0,湖南,2020-01-09 00:00:00
1,1,0.0,0.003,0.001,1.0,194747049,171.94,0,5,0.0,湖南,2020-01-09 00:00:00
1,126,1900.08,13.86,0.126,126.0,194742922,0.0,0,5,0.0,湖南,2020-01-09 00:00:00
1,12,5100.0,0.036,0.012,12.0,194742566,637.6,0,5,0.0,湖南,2020-01-09 00:00:00
1,24,6300.0,0.72,0.024,24.0,194711903,3116.34,0,5,0.0,湖南,2020-01-08 00:00:00
1,3,0.0,0.09,0.003,3.0,194711948,752.22,0,5,0.0,湖南,2020-01-08 00:00:00
1,63,2639.58,3.882,0.111,63.0,194711291,494.32,0,5,0.0,湖南,2020-01-08 00:00:00
1,102,4692.2,6.81,0.15,102.0,194711704,494.32,0,5,0.0,湖南,2020-01-08 00:00:00
1,1,96.0,0.03,0.001,1.0,194695979,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,567,0.0,669.611,0.807,567.0,194678102,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,1,96.75,0.003,0.001,1.0,194670435,0.0,0,5,0.0,湖南,2020-01-08 00:00:00
1,96,26762.4,2.232,0.096,96.0,194649912,4587.35,0,5,0.0,湖南,2020-01-07 00:00:00
2,1,0.0,0.03,0.001,1.0,194641906,243.58,0,5,0.0,湖南,2020-01-07 00:00:00
1,4019,0.0,1442.1,78.898,4019.0,194634615,3615.3,0,5,0.0,湖南,2020-01-07 00:00:00
1,15,0.0,0.308,0.061,15.0,194633239,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,21,0.0,4.539,0.38,21.0,194628931,2248.8,0,5,0.0,湖南,2020-01-07 00:00:00
1,12,3420.0,0.036,0.012,12.0,194624694,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,528,31682.76,39.708,0.816,528.0,194613553,0.0,0,5,0.0,湖南,2020-01-07 00:00:00
1,801,0.0,33.665,4.286,801.0,194563541,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,619,0.0,3.43,2.228,619.0,194561721,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
1,2240,0.0,1401.99,102.68,2240.0,194550798,816.6,0,5,0.0,湖南,2020-01-06 00:00:00
1,662,0.0,18.709,3.162,662.0,194547920,0.0,0,5,0.0,湖南,2020-01-06 00:00:00
0,1181,0.0,43.583,8.887,1181.0,194531843,216779.42,0,5,0.0,湖南,2020-01-06 00:00:00
0,3,968.0,0.17,0.003,3.0,194530886,0.0,0,5,0.0,湖南,2020-01-01 00:00:00
1,1,0.0,0.0003,0.0001,1.0,194417128,687.74,0,5,0.0,湖南,2020-01-03 00:00:00
1,4,0.0,0.12,0.004,4.0,194416701,687.74,0,5,0.0,湖南,2020-01-03 00:00:00
1,90,0.0,8.446,0.126,90.0,194333026,3524.31,0,5,0.0,湖南,2020-01-02 00:00:00
1,400,0.0,8.3,2.3,400.0,194330522,0.0,0,5,0.0,湖南,2020-01-02 00:00:00
